loss,mean_absolute_error,val_loss,val_mean_absolute_error
42.522796630859375,42.522796630859375,42.393463134765625,42.393463134765625
42.43952560424805,42.43952560424805,42.436073303222656,42.436073303222656
42.25223922729492,42.25223922729492,42.01410675048828,42.01410675048828
42.17719268798828,42.17719268798828,42.434200286865234,42.434200286865234
42.07765197753906,42.07765197753906,42.30101776123047,42.30101776123047
42.00214767456055,42.00214767456055,42.24643325805664,42.24643325805664
41.997108459472656,41.997108459472656,41.9444580078125,41.9444580078125
41.8516960144043,41.8516960144043,42.07613754272461,42.07613754272461
41.8194580078125,41.8194580078125,42.344032287597656,42.344032287597656
41.741844177246094,41.741844177246094,41.793617248535156,41.793617248535156
41.6727409362793,41.6727409362793,41.825477600097656,41.825477600097656
41.58688735961914,41.58688735961914,41.3003044128418,41.3003044128418
41.47868347167969,41.47868347167969,41.0738639831543,41.0738639831543
41.472320556640625,41.472320556640625,41.39594650268555,41.39594650268555
41.3887825012207,41.3887825012207,41.371360778808594,41.371360778808594
41.428611755371094,41.428611755371094,40.99007034301758,40.99007034301758
41.256256103515625,41.256256103515625,41.4976921081543,41.4976921081543
41.21311950683594,41.21311950683594,40.92344284057617,40.92344284057617
41.113853454589844,41.113853454589844,41.15765380859375,41.15765380859375
41.049468994140625,41.049468994140625,40.75959014892578,40.75959014892578
41.01150894165039,41.01150894165039,41.06913757324219,41.06913757324219
41.039894104003906,41.039894104003906,40.714515686035156,40.714515686035156
40.92986297607422,40.92986297607422,40.68996810913086,40.68996810913086
40.873416900634766,40.873416900634766,40.881736755371094,40.881736755371094
40.836181640625,40.836181640625,42.81214904785156,42.81214904785156
40.72125244140625,40.72125244140625,40.81123352050781,40.81123352050781
40.64737319946289,40.64737319946289,40.6776008605957,40.6776008605957
40.665706634521484,40.665706634521484,40.65966796875,40.65966796875
40.595733642578125,40.595733642578125,40.73933792114258,40.73933792114258
40.576759338378906,40.576759338378906,40.59320831298828,40.59320831298828
40.454345703125,40.454345703125,42.17321014404297,42.17321014404297
40.495426177978516,40.495426177978516,40.6793098449707,40.6793098449707
40.36680221557617,40.36680221557617,41.25258255004883,41.25258255004883
40.35281753540039,40.35281753540039,40.613243103027344,40.613243103027344
40.330909729003906,40.330909729003906,41.15634536743164,41.15634536743164
40.29149627685547,40.29149627685547,42.47996139526367,42.47996139526367
40.28624725341797,40.28624725341797,40.49892807006836,40.49892807006836
40.114723205566406,40.114723205566406,40.30128479003906,40.30128479003906
40.12607955932617,40.12607955932617,40.844852447509766,40.844852447509766
40.04224395751953,40.04224395751953,40.49405288696289,40.49405288696289
40.02350616455078,40.02350616455078,40.521541595458984,40.521541595458984
40.099571228027344,40.099571228027344,40.762508392333984,40.762508392333984
40.00321578979492,40.00321578979492,40.3594856262207,40.3594856262207
39.897804260253906,39.897804260253906,40.06184005737305,40.06184005737305
39.82517623901367,39.82517623901367,40.37886428833008,40.37886428833008
39.87578582763672,39.87578582763672,40.18796920776367,40.18796920776367
39.7449951171875,39.7449951171875,40.22492980957031,40.22492980957031
39.6762809753418,39.6762809753418,40.02301025390625,40.02301025390625
39.67726516723633,39.67726516723633,40.376495361328125,40.376495361328125
39.64073944091797,39.64073944091797,40.503196716308594,40.503196716308594
39.596805572509766,39.596805572509766,39.54026412963867,39.54026412963867
39.516441345214844,39.516441345214844,40.627620697021484,40.627620697021484
39.55855941772461,39.55855941772461,40.01245880126953,40.01245880126953
39.4880256652832,39.4880256652832,39.596954345703125,39.596954345703125
39.404563903808594,39.404563903808594,39.685707092285156,39.685707092285156
39.411224365234375,39.411224365234375,40.20671081542969,40.20671081542969
39.390052795410156,39.390052795410156,39.54770278930664,39.54770278930664
39.380558013916016,39.380558013916016,39.47364807128906,39.47364807128906
39.377967834472656,39.377967834472656,39.41936111450195,39.41936111450195
39.35301971435547,39.35301971435547,39.535526275634766,39.535526275634766
39.28057861328125,39.28057861328125,39.34226989746094,39.34226989746094
39.242820739746094,39.242820739746094,39.56809616088867,39.56809616088867
39.19791030883789,39.19791030883789,39.70819854736328,39.70819854736328
39.08151626586914,39.08151626586914,39.87100601196289,39.87100601196289
39.109981536865234,39.109981536865234,39.782405853271484,39.782405853271484
39.12156677246094,39.12156677246094,40.131591796875,40.131591796875
39.06053924560547,39.06053924560547,39.481082916259766,39.481082916259766
38.9766731262207,38.9766731262207,39.58888626098633,39.58888626098633
39.038841247558594,39.038841247558594,39.870872497558594,39.870872497558594
38.889854431152344,38.889854431152344,39.207767486572266,39.207767486572266
38.92738723754883,38.92738723754883,39.88724899291992,39.88724899291992
38.84256362915039,38.84256362915039,39.604434967041016,39.604434967041016
38.857418060302734,38.857418060302734,39.603240966796875,39.603240966796875
38.87015914916992,38.87015914916992,39.31646728515625,39.31646728515625
38.78190612792969,38.78190612792969,39.20036697387695,39.20036697387695
38.78227996826172,38.78227996826172,39.54358673095703,39.54358673095703
38.80140686035156,38.80140686035156,38.92961120605469,38.92961120605469
38.71864318847656,38.71864318847656,39.67559814453125,39.67559814453125
38.733428955078125,38.733428955078125,39.1474723815918,39.1474723815918
38.676856994628906,38.676856994628906,39.27772521972656,39.27772521972656
38.5817756652832,38.5817756652832,39.240203857421875,39.240203857421875
38.57478713989258,38.57478713989258,39.1564826965332,39.1564826965332
38.510719299316406,38.510719299316406,38.899658203125,38.899658203125
38.44601821899414,38.44601821899414,39.09894561767578,39.09894561767578
38.473384857177734,38.473384857177734,39.09211349487305,39.09211349487305
38.45888137817383,38.45888137817383,38.940895080566406,38.940895080566406
38.44173049926758,38.44173049926758,38.49333190917969,38.49333190917969
38.39379119873047,38.39379119873047,38.58515930175781,38.58515930175781
38.36368942260742,38.36368942260742,38.896541595458984,38.896541595458984
38.25252914428711,38.25252914428711,38.83189010620117,38.83189010620117
38.28669357299805,38.28669357299805,38.64604187011719,38.64604187011719
38.260223388671875,38.260223388671875,39.48117446899414,39.48117446899414
38.26234817504883,38.26234817504883,39.004974365234375,39.004974365234375
38.227874755859375,38.227874755859375,38.92000198364258,38.92000198364258
38.19826889038086,38.19826889038086,38.38298416137695,38.38298416137695
38.26043701171875,38.26043701171875,38.9315071105957,38.9315071105957
38.13621520996094,38.13621520996094,39.66806411743164,39.66806411743164
38.10935974121094,38.10935974121094,38.33095169067383,38.33095169067383
38.03810501098633,38.03810501098633,38.995941162109375,38.995941162109375
38.07562255859375,38.07562255859375,39.35049057006836,39.35049057006836
38.10454559326172,38.10454559326172,39.198516845703125,39.198516845703125
37.94431686401367,37.94431686401367,38.894683837890625,38.894683837890625
38.01884841918945,38.01884841918945,39.16803741455078,39.16803741455078
