Train_Mae,Test_Mae,Train_R,Test_R
9.254724433852495,34.69222919760175,0.8969513206294841,-0.08057603268734193
9.254715388012892,34.812906807493306,0.8969513282178198,-0.16986358448129213
9.254713010693903,33.70920181728582,0.8969513284709171,-0.14450694387177543
9.254713010693903,32.32881265208737,0.8969513284712056,0.09281297745036377
9.254713010693903,32.61017996107337,0.8969513284713709,0.00832502560657944
9.254713010693903,32.86445961119926,0.8969513284713709,-0.08946360904699646
9.254713010693903,32.42623610644816,0.8969513284713709,-0.0853662081754234
9.254713580290469,32.74933006317133,0.8969513283532963,-0.1966184671104172
9.254711753487026,31.77557267802593,0.8969513284039154,-0.06139292097751392
9.254712911129406,31.544747695613115,0.8969513284464083,-0.0013578540039633769
9.25471320779427,31.679443522355644,0.8969513284260006,-0.05385792834230263
9.254718935916587,31.224888519201198,0.8969513252986657,-0.016314870838346485
9.254711792500306,31.086742330416026,0.8969513284549813,-0.01712984186350952
9.254713010693903,31.208847267453816,0.8969513284713709,-0.108419734820691
9.254713010693903,31.000812403495672,0.8969513284713709,-0.05162976378975248
9.254713010693903,30.89843619962952,0.8969513284697781,-0.020456380344998637
9.254713379135946,31.43994853972334,0.8969513284174553,-0.13735501826713659
9.254713543404204,31.222966477057987,0.8969513284679893,-0.12993625071928605
